datetime,load,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,cloudcover,pressure_msl,dew_point_2m
2022-01-10 14:00:00,43062.11,16.8,60,0.0,10.3,335,18,1017.0,8.9
2022-01-10 15:00:00,40932.47,16.8,57,0.0,9.4,337,11,1016.8,8.3
2022-01-10 16:00:00,40173.36,16.6,58,0.0,7.4,337,8,1016.9,8.2
2022-01-10 17:00:00,41946.04,14.0,81,0.0,6.0,327,10,1017.4,10.8
2022-01-10 18:00:00,44045.380000000005,12.6,83,0.0,7.6,289,0,1018.1,9.7
2022-01-10 19:00:00,42716.07,11.6,84,0.0,9.0,272,0,1018.5,8.9
2022-01-10 20:00:00,39589.33,10.6,86,0.0,8.4,290,0,1019.1,8.4
2022-01-12 00:00:00,22725.08,8.8,90,0.0,9.8,278,48,1017.3,7.3
2022-01-12 01:00:00,20090.73,8.5,91,0.0,9.7,274,8,1016.9,7.0
2022-01-12 02:00:00,18864.55,7.9,92,0.0,9.2,281,88,1016.7,6.6
2022-01-12 03:00:00,18482.9,8.2,91,0.0,8.3,272,62,1016.5,6.8
2022-01-12 04:00:00,19258.99,7.6,93,0.0,8.4,263,29,1016.4,6.5
2022-01-12 05:00:00,22420.93,8.6,89,0.0,7.3,261,42,1017.2,6.9
2022-01-12 06:00:00,29856.37,8.9,89,0.0,6.4,254,92,1017.7,7.2
2022-01-12 07:00:00,40471.36,8.6,89,0.0,8.0,262,24,1018.5,6.9
2022-01-12 08:00:00,48695.95,9.0,88,0.0,6.9,261,62,1019.6,7.2
2022-01-12 09:00:00,52701.66,10.6,84,0.0,7.4,256,14,1020.2,8.1
2022-01-12 10:00:00,54999.34,12.9,80,0.0,8.4,263,1,1020.0,9.5
2022-01-12 11:00:00,54072.55,14.7,76,0.0,9.8,276,0,1019.0,10.6
2022-01-12 12:00:00,50504.57,15.9,73,0.0,7.4,299,22,1017.9,11.1
2022-01-12 13:00:00,44723.25,16.9,66,0.0,7.4,299,20,1016.5,10.5
2022-01-12 14:00:00,42909.57,17.2,62,0.0,6.2,306,57,1015.7,9.7
2022-01-12 15:00:00,41042.0,17.1,61,0.0,6.2,306,100,1015.5,9.4
2022-01-12 16:00:00,40683.78,16.9,63,0.0,7.7,298,28,1015.5,9.7
2022-01-12 17:00:00,42632.05,14.5,76,0.0,7.2,297,2,1016.3,10.4
2022-01-12 18:00:00,44674.2,12.5,81,0.0,9.2,296,21,1017.0,9.4
2022-01-12 19:00:00,43561.6,11.2,85,0.0,6.4,286,21,1017.7,8.8
2022-01-12 20:00:00,40778.41,10.8,85,0.0,7.6,273,16,1018.1,8.3
2022-01-12 21:00:00,38092.58,10.4,84,0.0,7.9,273,98,1018.4,7.8
2022-01-12 22:00:00,33972.01,9.9,85,0.0,8.7,275,92,1018.5,7.6
2022-01-13 00:00:00,23203.83,9.1,90,0.0,4.7,279,94,1017.8,7.5
2022-01-13 01:00:00,20404.38,8.2,92,0.0,5.8,248,100,1017.5,7.0
2022-01-13 02:00:00,19185.81,8.5,92,0.0,7.3,250,88,1017.2,7.3
2022-01-13 03:00:00,18695.8,8.4,93,0.0,7.4,247,58,1017.1,7.3
2022-01-13 04:00:00,19420.11,7.7,95,0.0,7.6,245,6,1016.9,6.9
2022-01-13 05:00:00,22614.4,7.3,93,0.0,5.2,245,0,1017.4,6.3
2022-01-13 06:00:00,29794.66,7.4,94,0.0,5.4,250,0,1017.8,6.5
2022-01-13 07:00:00,40184.32,7.1,95,0.0,6.3,246,0,1018.6,6.3
2022-01-13 08:00:00,47899.4,9.0,91,0.0,3.8,253,0,1019.3,7.6
2022-01-13 09:00:00,52170.87,12.0,84,0.0,3.4,252,0,1020.1,9.4
2022-01-13 10:00:00,54856.78,14.3,77,0.0,4.2,250,0,1020.3,10.3
2022-01-13 11:00:00,54029.18,15.7,70,0.0,3.2,243,1,1019.6,10.2
2022-01-13 12:00:00,50984.39,16.5,64,0.0,1.3,214,6,1018.3,9.7
2022-01-13 13:00:00,45717.61,17.0,58,0.0,1.6,117,1,1017.1,8.7
2022-01-13 14:00:00,44155.26,17.3,54,0.0,2.5,90,5,1016.5,7.9
2022-01-13 15:00:00,42030.69,17.4,50,0.0,3.4,72,13,1016.2,6.8
2022-01-13 16:00:00,41615.36,17.2,50,0.0,3.3,77,16,1016.3,6.5
2022-01-13 17:00:00,43761.43,15.1,64,0.0,2.8,50,16,1016.6,8.5
2022-01-13 18:00:00,45583.53,14.4,66,0.0,3.1,36,100,1017.1,8.2
2022-01-13 19:00:00,43879.94,12.4,78,0.0,4.2,31,79,1017.4,8.6
2022-01-13 20:00:00,40617.84,11.2,83,0.0,4.8,48,61,1017.9,8.5
2022-01-14 00:00:00,23642.61,11.2,80,0.0,1.8,53,4,1018.0,7.9
2022-01-14 01:00:00,20852.99,9.2,90,0.0,4.8,347,3,1017.7,7.6
2022-01-14 02:00:00,19515.66,7.3,97,0.0,6.2,324,15,1017.7,6.8
2022-01-14 03:00:00,19092.66,7.3,97,0.0,4.6,309,17,1017.5,6.9
2022-01-14 04:00:00,20097.82,7.2,96,0.0,4.3,318,8,1017.4,6.7
2022-01-14 05:00:00,23902.71,7.0,98,0.0,4.3,318,0,1017.9,6.7
2022-01-14 06:00:00,32368.54,6.6,100,0.0,5.8,270,100,1018.8,6.6
2022-01-14 07:00:00,43562.88,6.5,99,0.0,4.7,266,100,1019.6,6.3
2022-01-14 08:00:00,51959.08,7.2,98,0.0,1.9,292,100,1020.4,7.0
2022-01-14 09:00:00,57538.04,9.8,92,0.0,2.5,360,100,1021.1,8.5
2022-01-14 10:00:00,60414.61,11.8,90,0.0,2.3,51,100,1021.3,10.2
2022-01-14 11:00:00,58945.84,14.1,81,0.0,0.7,90,2,1020.5,10.9
2022-01-14 12:00:00,55665.94,15.5,67,0.0,0.8,333,14,1019.1,9.5
2022-01-14 13:00:00,49766.28,16.1,60,0.0,1.3,326,45,1017.9,8.3
2022-01-14 14:00:00,46941.11,16.4,56,0.0,1.3,326,99,1016.9,7.5
2022-01-14 15:00:00,44249.68,16.5,53,0.0,2.5,315,100,1016.6,6.8
2022-01-14 16:00:00,43214.51,16.4,53,0.0,3.8,311,99,1016.6,6.8
2022-01-14 17:00:00,44466.82,13.6,74,0.0,7.7,311,4,1017.7,9.1
2022-01-14 18:00:00,46015.42,11.7,80,0.0,10.2,312,1,1018.4,8.4
2022-01-14 19:00:00,44690.35,10.6,85,0.0,9.2,318,0,1018.7,8.1
2022-01-14 20:00:00,42054.7,9.6,88,0.0,7.6,315,0,1018.9,7.6
2022-01-14 21:00:00,39291.14,8.9,89,0.0,7.1,330,0,1018.9,7.1
2022-01-14 22:00:00,34980.57,8.4,90,0.0,8.4,340,0,1019.1,6.9
2022-01-15 00:00:00,23803.47,7.5,94,0.0,7.7,332,0,1018.9,6.6
2022-01-15 01:00:00,20926.81,7.3,96,0.0,8.4,329,0,1018.7,6.7
2022-01-15 02:00:00,19520.86,6.8,98,0.0,7.9,336,0,1018.6,6.5
2022-01-15 03:00:00,18912.29,6.5,99,0.0,8.0,333,0,1018.7,6.3
2022-01-15 04:00:00,19610.61,6.1,100,0.0,8.2,319,0,1018.6,6.1
2022-01-15 05:00:00,22185.59,5.6,100,0.0,7.8,292,0,1019.3,5.5
2022-01-15 06:00:00,27722.0,6.3,99,0.0,6.3,283,0,1020.2,6.2
2022-01-15 07:00:00,35281.08,6.0,99,0.0,5.4,278,0,1020.8,5.9
2022-01-15 08:00:00,41531.7,7.3,97,0.0,4.0,275,0,1021.6,6.9
2022-01-15 09:00:00,45703.52,9.6,91,0.0,4.7,279,0,1022.4,8.2
2022-01-15 10:00:00,48125.46,11.9,85,0.0,5.6,297,0,1022.5,9.4
2022-01-15 11:00:00,47981.09,13.6,79,0.0,6.9,313,9,1021.9,10.1
2022-01-15 12:00:00,45615.3,14.8,74,0.0,5.4,323,1,1020.8,10.2
2022-01-15 13:00:00,41930.41,15.8,69,0.0,3.5,336,0,1019.3,10.2
2022-01-15 14:00:00,38399.56,16.4,67,0.0,2.5,360,0,1018.3,10.3
2022-01-15 15:00:00,35830.34,16.7,65,0.0,3.4,328,0,1018.0,10.2
2022-01-15 16:00:00,34956.49,16.5,67,0.0,7.6,295,0,1018.5,10.5
2022-01-15 17:00:00,37409.77,12.8,81,0.0,7.1,300,68,1019.8,9.6
2022-01-15 18:00:00,39613.84,10.8,88,0.0,10.8,300,34,1020.9,8.9
2022-01-15 19:00:00,38958.47,10.0,90,0.0,10.5,311,98,1021.2,8.4
2022-01-15 20:00:00,38211.96,9.6,90,0.0,9.0,323,83,1021.5,8.1
2022-01-15 21:00:00,36645.380000000005,8.4,94,0.0,7.4,331,0,1021.4,7.5
2022-01-15 22:00:00,32340.86,7.6,96,0.0,6.0,335,99,1020.9,7.0
2022-01-15 23:00:00,26442.26,7.2,97,0.0,5.9,317,98,1020.5,6.7
2022-01-16 00:00:00,21773.37,6.8,97,0.0,7.1,294,100,1020.7,6.4
2022-01-16 01:00:00,19112.98,6.8,98,0.0,7.9,270,100,1020.1,6.5
2022-01-16 02:00:00,17662.9,6.5,99,0.0,8.3,270,100,1019.9,6.3
2022-01-16 03:00:00,17134.87,6.2,100,0.0,8.0,265,100,1019.3,6.2
2022-01-16 04:00:00,17803.36,6.3,100,0.0,7.2,276,100,1019.0,6.2
2022-01-16 05:00:00,20046.06,5.7,98,0.0,7.3,281,100,1019.7,5.4
2022-01-16 06:00:00,24940.94,6.3,98,0.0,6.9,279,73,1020.3,6.0
2022-01-16 07:00:00,31692.77,5.8,99,0.0,6.1,267,100,1021.1,5.7
2022-01-16 08:00:00,39025.26,6.6,98,0.0,5.5,259,100,1022.3,6.3
2022-01-16 09:00:00,45026.64,8.6,95,0.0,7.2,267,100,1022.9,7.9
2022-01-16 10:00:00,48956.56,10.8,88,0.0,7.9,267,39,1023.0,8.9
2022-01-16 11:00:00,49059.47,12.7,80,0.0,7.7,281,2,1022.4,9.4
2022-01-16 12:00:00,46849.55,14.1,77,0.0,7.9,286,86,1021.4,10.0
2022-01-16 13:00:00,43052.28,15.1,74,0.0,7.9,286,99,1020.5,10.4
2022-01-16 14:00:00,38091.99,15.6,72,0.0,6.4,286,100,1019.5,10.5
2022-01-16 15:00:00,34372.71,15.5,73,0.0,7.0,291,96,1019.2,10.6
2022-01-16 16:00:00,33270.58,15.4,73,0.0,5.6,285,100,1019.4,10.7
2022-01-16 17:00:00,35588.48,12.7,80,0.0,2.5,225,0,1020.2,9.3
2022-01-16 18:00:00,38987.94,12.3,78,0.0,2.3,288,9,1020.6,8.6
2022-01-16 19:00:00,38921.47,11.4,83,0.0,2.5,352,20,1021.1,8.5
2022-01-16 20:00:00,38230.98,9.2,92,0.0,5.2,12,28,1021.9,7.9
2022-01-16 21:00:00,36829.67,10.0,89,0.0,2.1,59,9,1022.3,8.3
2022-01-16 22:00:00,32386.64,9.9,89,0.0,1.3,304,2,1022.9,8.2
2022-01-17 00:00:00,21679.83,8.7,94,0.0,1.5,315,30,1022.0,7.8
2022-01-17 01:00:00,19095.25,8.4,95,0.0,2.4,333,0,1021.4,7.7
2022-01-17 02:00:00,17833.11,7.7,98,0.0,3.1,339,52,1020.8,7.3
2022-01-17 03:00:00,17397.93,5.6,99,0.0,1.8,281,100,1020.1,5.5
2022-01-17 04:00:00,18401.43,4.4,99,0.0,1.9,248,100,1019.7,4.2
2022-01-17 05:00:00,21778.33,4.1,98,0.0,2.8,220,100,1020.8,3.7
2022-01-17 06:00:00,29506.84,5.4,98,0.0,2.9,240,100,1021.2,5.1
2022-01-17 07:00:00,40496.98,6.1,96,0.0,2.7,247,100,1021.9,5.5
2022-01-17 08:00:00,50160.8,7.8,83,0.0,5.1,231,100,1022.5,5.1
2022-01-17 09:00:00,55045.77,9.5,81,0.0,6.0,245,100,1024.0,6.4
2022-01-17 10:00:00,57711.53,10.4,83,0.0,4.9,234,100,1024.0,7.5
2022-01-17 11:00:00,56696.77,11.7,80,0.0,4.0,270,100,1023.7,8.4
2022-01-17 12:00:00,53764.24,12.6,77,0.0,3.1,315,100,1022.6,8.7
2022-01-17 13:00:00,48871.07,13.2,74,0.0,4.2,329,95,1021.4,8.6
2022-01-17 14:00:00,47386.04,13.8,71,0.0,2.2,351,100,1020.4,8.7
2022-01-17 15:00:00,45220.54,14.0,69,0.0,1.8,349,100,1020.2,8.4
2022-01-17 16:00:00,43858.96,14.0,70,0.0,2.4,333,37,1020.0,8.7
2022-01-17 17:00:00,45399.8,12.6,84,0.0,2.9,360,54,1020.7,9.9
2022-01-17 18:00:00,47483.38,12.2,80,0.0,1.8,11,9,1021.0,8.9
2022-01-17 19:00:00,46461.14,11.5,84,0.0,1.1,342,3,1021.7,8.9
2022-01-17 20:00:00,43957.51,11.0,87,0.0,0.0,270,2,1022.2,8.9
2022-01-17 21:00:00,40958.89,10.1,89,0.0,4.4,235,23,1022.5,8.4
2022-01-17 22:00:00,36266.72,8.4,94,0.0,7.6,245,22,1022.6,7.4
2022-01-17 23:00:00,29606.23,7.7,95,0.0,7.7,259,0,1022.1,7.0
2022-01-18 00:00:00,24303.01,6.7,98,0.0,6.7,286,0,1021.8,6.3
2022-01-18 01:00:00,21170.67,6.3,100,0.0,6.4,313,100,1021.2,6.2
2022-01-18 02:00:00,19911.71,6.2,99,0.0,5.1,321,100,1020.5,6.1
2022-01-18 03:00:00,19351.67,6.2,100,0.0,4.6,315,100,1019.8,6.2
2022-01-18 04:00:00,20077.05,6.5,100,0.0,5.2,286,100,1019.4,6.5
2022-01-18 05:00:00,23114.51,5.2,99,0.0,8.4,263,100,1019.9,5.0
2022-01-18 06:00:00,30535.22,5.5,99,0.0,7.6,262,37,1020.2,5.3
2022-01-18 07:00:00,41805.81,5.3,100,0.0,7.8,257,100,1020.7,5.3
2022-01-18 08:00:00,50912.31,6.7,97,0.0,8.1,257,100,1021.0,6.3
2022-01-18 09:00:00,55555.12,8.8,88,0.0,10.5,266,100,1021.7,6.9
2022-01-18 10:00:00,58538.06,10.9,85,0.0,11.2,274,100,1022.0,8.4
2022-01-18 11:00:00,57309.01,13.0,78,0.0,12.1,287,100,1021.2,9.2
2022-01-18 12:00:00,53798.75,14.0,78,0.0,11.0,293,82,1019.7,10.3
2022-01-18 13:00:00,48148.65,15.1,76,0.0,9.7,301,58,1018.0,10.9
2022-01-18 14:00:00,45940.94,15.8,74,0.0,10.9,304,29,1017.1,11.2
2022-01-18 15:00:00,44150.89,16.0,74,0.0,11.5,309,19,1016.8,11.4
2022-01-18 16:00:00,43884.96,15.8,75,0.0,11.1,306,14,1016.7,11.4
2022-01-18 17:00:00,45915.28,12.7,81,0.0,8.4,310,0,1017.5,9.5
2022-01-18 18:00:00,48354.86,10.8,89,0.0,6.1,315,0,1017.8,9.1
2022-01-18 19:00:00,47053.9,11.5,83,0.0,3.8,287,0,1017.8,8.8
2022-01-18 20:00:00,44326.14,9.5,91,0.0,7.7,281,0,1018.6,8.1
2022-01-18 21:00:00,41554.22,8.9,93,0.0,8.0,275,0,1018.6,7.8
2022-01-18 22:00:00,36454.43,8.4,94,0.0,7.9,254,0,1018.6,7.5
2022-01-19 00:00:00,24431.05,7.5,97,0.0,8.1,249,0,1018.3,7.0
2022-01-19 01:00:00,21465.65,7.1,97,0.0,6.8,270,0,1017.9,6.7
2022-01-19 02:00:00,19912.05,6.9,98,0.0,7.6,270,1,1017.6,6.6
2022-01-19 03:00:00,19448.95,6.7,99,0.0,7.3,261,17,1017.2,6.5
2022-01-19 04:00:00,20203.15,6.4,100,0.0,7.3,261,100,1016.9,6.4
2022-01-19 05:00:00,23520.91,6.3,99,0.0,6.8,273,100,1018.1,6.2
2022-01-19 06:00:00,31110.23,7.1,99,0.0,6.5,264,100,1018.3,7.0
2022-01-19 07:00:00,41975.72,7.2,99,0.0,3.9,236,100,1018.4,7.1
2022-01-19 08:00:00,51191.91,8.0,99,0.0,5.5,293,100,1018.8,7.8
2022-01-19 09:00:00,56605.51,9.5,98,0.0,6.0,303,100,1019.1,9.2
2022-01-19 10:00:00,59905.79,11.9,88,0.0,4.1,308,97,1019.0,10.1
2022-01-19 11:00:00,58202.78,13.5,84,0.0,1.3,304,31,1017.8,10.8
2022-01-19 12:00:00,54472.67,15.1,80,0.0,5.0,300,100,1016.7,11.6
2022-01-19 13:00:00,48481.02,16.3,74,0.0,8.0,288,94,1015.7,11.7
2022-01-19 14:00:00,46804.72,17.1,71,0.0,5.8,277,20,1014.2,11.7
2022-01-19 15:00:00,44644.31,17.5,68,0.0,6.5,267,1,1013.3,11.6
2022-01-19 16:00:00,43423.15,17.4,68,0.0,5.8,270,52,1013.0,11.3
2022-01-19 17:00:00,45602.98,14.8,84,0.0,3.0,14,87,1013.6,12.0
2022-01-19 18:00:00,47483.5,13.0,89,0.0,4.9,36,2,1013.7,11.2
2022-01-19 19:00:00,46416.04,11.9,93,0.0,7.5,35,37,1014.3,10.8
2022-01-19 20:00:00,43669.83,11.4,95,0.0,5.5,11,2,1014.6,10.5
2022-01-19 21:00:00,40755.66,10.7,95,0.0,6.8,342,68,1014.9,10.0
2022-01-19 22:00:00,36362.22,10.3,96,0.1,6.6,351,58,1015.0,9.7
2022-01-20 00:00:00,24228.06,10.9,96,0.0,3.3,354,99,1014.2,10.2
2022-01-20 01:00:00,21282.51,11.2,96,0.0,4.1,75,46,1013.4,10.6
2022-01-20 02:00:00,19821.33,10.2,97,0.0,4.5,76,59,1012.4,9.8
2022-01-20 03:00:00,19289.97,10.8,97,0.0,3.1,111,87,1012.0,10.3
2022-01-20 04:00:00,20021.79,10.3,98,0.0,6.5,161,100,1011.3,9.9
2022-01-20 05:00:00,22995.76,9.1,99,0.0,8.1,159,36,1011.9,9.0
2022-01-20 06:00:00,30393.34,9.6,98,0.0,5.1,172,3,1012.2,9.3
2022-01-20 07:00:00,41122.6,10.2,98,0.0,3.7,169,6,1012.8,9.9
2022-01-20 08:00:00,49726.86,10.7,97,0.0,3.3,167,26,1013.3,10.3
2022-01-20 09:00:00,54788.66,12.7,95,0.0,3.3,174,46,1013.7,11.9
2022-01-20 10:00:00,57259.81,14.6,87,0.0,4.3,156,38,1013.9,12.4
2022-01-20 11:00:00,55476.29,16.0,78,0.0,4.2,160,54,1013.5,12.2
2022-01-20 12:00:00,51446.95,17.0,73,0.0,4.7,148,69,1012.5,12.2
2022-01-20 13:00:00,46065.94,17.5,70,0.0,7.4,119,23,1011.2,12.0
2022-01-20 14:00:00,44978.78,17.9,66,0.0,7.4,113,14,1010.3,11.6
2022-01-20 15:00:00,43557.48,18.0,65,0.0,6.0,115,20,1009.8,11.4
2022-01-20 16:00:00,41704.98,17.6,67,0.0,6.6,112,11,1009.5,11.3
2022-01-20 17:00:00,44260.17,15.4,82,0.0,6.1,140,4,1010.2,12.4
2022-01-20 18:00:00,46868.09,13.5,87,0.0,7.2,180,2,1010.6,11.3
2022-01-20 19:00:00,45722.39,13.0,86,0.0,5.7,198,8,1011.1,10.7
2022-01-20 20:00:00,43005.2,14.1,79,0.0,2.3,198,14,1011.6,10.5
2022-01-20 21:00:00,40135.63,13.3,83,0.0,3.6,360,19,1012.1,10.5
2022-01-20 22:00:00,35675.98,11.3,92,0.0,4.7,9,12,1012.4,10.1
2022-01-21 00:00:00,24307.52,10.6,95,0.0,4.0,63,5,1011.8,9.9
2022-01-21 01:00:00,21368.93,9.6,98,0.0,5.5,79,6,1011.8,9.3
2022-01-21 02:00:00,20083.49,9.1,99,0.0,7.8,77,0,1011.5,8.9
2022-01-21 03:00:00,19474.07,8.9,99,0.0,7.6,87,0,1011.4,8.7
2022-01-21 04:00:00,20214.32,8.4,99,0.0,6.6,103,8,1011.1,8.3
2022-01-21 05:00:00,23545.63,7.6,100,0.0,6.0,115,100,1011.8,7.6
2022-01-21 06:00:00,31236.02,8.1,99,0.0,4.1,128,100,1012.2,7.9
2022-01-21 07:00:00,42193.6,8.1,100,0.0,2.6,146,100,1013.1,8.0
2022-01-21 08:00:00,51398.88,9.0,99,0.0,1.8,143,100,1014.0,8.8
2022-01-21 09:00:00,57048.92,11.0,96,0.0,1.3,124,100,1014.6,10.3
2022-01-21 10:00:00,60021.25,14.0,89,0.0,2.3,129,0,1015.1,12.3
2022-01-21 11:00:00,58812.23,16.4,71,0.0,4.6,135,0,1014.3,11.2
2022-01-21 12:00:00,55781.44,17.5,64,0.0,6.7,126,0,1013.0,10.6
2022-01-21 13:00:00,48962.83,18.1,60,0.0,7.7,127,0,1011.9,10.3
2022-01-21 14:00:00,45616.38,18.4,60,0.0,9.2,132,0,1011.0,10.4
2022-01-21 15:00:00,43314.44,18.3,59,0.0,8.9,137,0,1010.4,10.2
2022-01-21 16:00:00,42308.48,18.0,61,0.0,8.9,140,0,1010.3,10.2
2022-01-21 17:00:00,44073.83,15.6,78,0.0,7.9,141,0,1010.4,11.8
2022-01-21 18:00:00,46241.99,13.6,84,0.0,8.2,165,0,1010.8,11.0
2022-01-21 19:00:00,44949.86,12.6,88,0.0,8.6,178,0,1011.3,10.6
2022-01-21 20:00:00,41872.13,11.6,90,0.0,7.0,159,0,1011.6,10.0
2022-01-21 21:00:00,38949.12,11.3,90,0.0,8.4,133,100,1011.8,9.6
2022-01-21 22:00:00,35457.42,12.2,89,0.0,8.3,108,100,1011.4,10.4
2022-01-22 00:00:00,24239.01,12.5,88,0.0,12.6,114,100,1010.4,10.5
2022-01-22 01:00:00,21200.25,12.4,84,0.3,15.0,111,50,1009.2,9.9
2022-01-22 02:00:00,19784.86,11.9,87,0.0,15.8,125,100,1008.4,9.7
2022-01-22 03:00:00,19169.32,12.2,87,0.2,16.5,110,93,1007.0,10.0
2022-01-22 04:00:00,19815.09,12.1,88,0.0,12.5,102,100,1007.0,10.2
2022-01-22 05:00:00,22283.11,12.0,88,1.2,16.6,124,100,1008.1,10.1
2022-01-22 06:00:00,27173.94,12.1,88,0.7,14.5,120,100,1008.3,10.2
2022-01-22 07:00:00,33723.21,12.0,90,1.1,17.5,109,100,1008.7,10.4
2022-01-22 08:00:00,40067.13,12.3,90,0.2,19.3,117,100,1008.8,10.7
2022-01-22 09:00:00,44214.37,13.1,81,0.0,21.4,131,85,1009.1,9.9
2022-01-22 10:00:00,46985.86,14.1,86,0.2,20.9,122,100,1009.1,11.8
2022-01-22 11:00:00,46509.8,14.0,83,0.2,17.9,115,100,1008.5,11.1
2022-01-22 12:00:00,44878.62,14.0,88,1.1,14.7,112,100,1007.6,12.0
2022-01-22 13:00:00,41680.59,14.7,86,1.0,21.5,113,100,1006.0,12.4
2022-01-22 14:00:00,39099.86,15.9,73,0.0,28.8,124,70,1005.0,11.0
2022-01-22 15:00:00,36555.91,16.1,68,0.0,32.5,121,94,1004.7,10.1
2022-01-22 16:00:00,35191.1,15.2,75,2.8,26.9,120,96,1004.7,10.8
2022-01-22 17:00:00,36616.28,14.6,77,0.0,22.2,115,63,1005.6,10.6
2022-01-22 18:00:00,38542.05,13.8,80,0.0,21.3,112,100,1006.2,10.4
2022-01-22 19:00:00,38211.9,13.6,80,0.3,23.2,114,100,1006.8,10.3
2022-01-22 20:00:00,37414.87,13.1,84,0.3,21.6,118,90,1007.5,10.4
2022-01-22 21:00:00,35990.31,13.0,85,2.7,16.3,131,66,1007.9,10.6
2022-01-22 22:00:00,32284.65,12.5,90,6.3,10.8,150,100,1008.8,10.8
2022-01-23 00:00:00,22157.37,12.3,93,0.7,10.7,130,100,1008.5,11.2
2022-01-23 01:00:00,19388.31,12.5,91,0.0,10.4,124,100,1008.3,11.1
2022-01-23 02:00:00,18072.22,12.1,90,0.0,12.1,113,90,1007.9,10.5
2022-01-23 03:00:00,17469.58,11.8,91,1.0,8.3,124,69,1007.9,10.3
2022-01-23 04:00:00,18014.02,11.4,92,0.5,8.9,117,78,1007.9,10.2
2022-01-23 05:00:00,20167.9,12.0,89,0.1,11.1,119,33,1008.0,10.3
2022-01-23 06:00:00,24750.15,12.1,90,2.1,9.8,126,100,1008.4,10.5
2022-01-23 07:00:00,31287.61,12.2,89,0.1,9.6,124,100,1009.1,10.4
2022-01-23 08:00:00,38736.67,12.4,88,0.0,8.4,130,100,1009.8,10.4
2022-01-23 09:00:00,44543.14,13.0,86,0.0,7.6,149,100,1010.7,10.7
2022-01-23 10:00:00,48706.7,13.9,85,0.0,8.9,166,100,1011.3,11.4
2022-01-23 11:00:00,49741.3,14.8,80,0.1,7.6,199,100,1010.9,11.4
2022-01-23 12:00:00,47774.6,15.5,77,0.1,6.8,238,100,1010.3,11.5
2022-01-23 13:00:00,44274.13,15.7,76,0.1,7.6,262,100,1009.5,11.5
2022-01-23 14:00:00,40669.17,16.3,71,0.0,6.9,264,71,1009.1,10.9
2022-01-23 15:00:00,36986.32,16.4,68,0.1,8.4,263,33,1008.6,10.5
2022-01-23 16:00:00,34795.63,15.9,68,0.1,11.4,259,26,1009.0,9.9
2022-01-23 17:00:00,35528.16,13.7,84,0.0,3.8,343,14,1010.6,11.0
2022-01-23 18:00:00,38430.0,12.2,91,0.0,10.1,360,27,1011.5,10.8
2022-01-23 19:00:00,38284.59,11.2,94,0.0,6.2,350,10,1012.2,10.3
2022-01-23 20:00:00,37219.11,10.4,94,0.0,7.2,342,1,1012.8,9.5
2022-01-23 21:00:00,36070.27,9.8,95,0.0,6.6,319,1,1013.0,9.0
2022-01-23 22:00:00,32221.51,9.5,95,0.0,7.8,283,0,1013.2,8.7
2022-01-24 00:00:00,22006.86,8.3,98,0.0,7.7,259,0,1013.0,7.9
2022-01-24 01:00:00,19370.97,7.9,98,0.0,7.6,270,0,1013.0,7.5
2022-01-24 02:00:00,18155.4,7.7,97,0.0,8.6,272,0,1012.9,7.2
2022-01-24 03:00:00,17747.25,7.3,96,0.0,8.0,280,0,1012.6,6.7
2022-01-24 04:00:00,18599.94,6.8,96,0.0,7.5,287,0,1012.3,6.2
2022-01-24 05:00:00,21918.25,6.9,98,0.0,7.9,254,0,1012.5,6.5
2022-01-24 06:00:00,29532.0,7.5,97,0.0,7.4,256,0,1013.1,7.0
2022-01-24 07:00:00,40771.97,7.3,97,0.0,7.0,249,0,1013.7,6.9
2022-01-24 08:00:00,50279.71,8.8,95,0.0,5.4,250,0,1014.6,8.0
2022-01-24 09:00:00,55569.14,10.8,91,0.0,5.4,266,3,1015.5,9.3
2022-01-24 10:00:00,57923.05,12.9,82,0.0,7.8,292,39,1016.1,9.9
2022-01-24 11:00:00,56838.490000000005,14.1,75,0.2,10.5,308,37,1015.6,9.8
2022-01-24 12:00:00,54765.66,15.2,68,0.2,11.7,317,33,1014.5,9.3
2022-01-24 13:00:00,50128.58,15.7,64,0.1,12.8,328,20,1013.7,8.8
2022-01-24 14:00:00,48171.43,16.2,61,0.0,11.9,335,21,1013.0,8.7
2022-01-24 15:00:00,45274.67,16.3,59,0.0,10.8,339,34,1012.5,8.2
2022-01-24 16:00:00,43560.17,16.1,57,0.0,8.4,335,20,1012.5,7.7
2022-01-24 17:00:00,44464.07,13.5,74,0.0,7.4,14,25,1013.8,8.9
2022-01-24 18:00:00,46746.21,11.7,82,0.0,7.5,17,8,1014.4,8.8
2022-01-24 19:00:00,45762.96,10.5,86,0.0,5.9,346,9,1015.2,8.2
2022-01-24 20:00:00,43418.11,10.2,84,0.0,5.4,323,10,1015.6,7.7
2022-01-24 21:00:00,40672.95,9.2,88,0.0,6.6,331,5,1016.2,7.3
2022-01-24 22:00:00,36493.73,8.6,89,0.0,7.4,337,4,1016.2,6.9
2022-01-25 00:00:00,24591.35,7.3,92,0.0,6.1,315,0,1015.6,6.1
2022-01-25 01:00:00,21504.12,6.9,93,0.0,7.1,294,0,1015.4,5.8
2022-01-25 02:00:00,20064.57,6.6,92,0.0,8.0,288,0,1015.0,5.5
