datetime,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,cloudcover,pressure_msl,dew_point_2m
2019-09-06 00:00:00,28.2,91,0.0,6.1,118,60,1000.2,26.6
2019-09-06 01:00:00,27.9,92,0.0,7.8,124,63,999.8,26.5
2019-09-06 02:00:00,27.7,92,0.0,7.3,110,72,999.2,26.2
2019-09-06 03:00:00,27.4,92,0.0,6.3,103,70,999.2,26.0
2019-09-06 04:00:00,27.2,93,0.0,5.9,101,59,999.4,26.0
2019-09-06 05:00:00,27.3,94,0.0,8.1,77,85,1000.0,26.2
2019-09-06 06:00:00,27.7,91,0.0,8.6,88,78,1000.4,26.0
2019-09-06 07:00:00,28.5,86,0.0,10.8,64,86,1000.9,25.9
2019-09-06 08:00:00,29.5,81,0.0,10.7,76,82,1000.9,25.9
2019-09-06 09:00:00,30.6,77,0.1,11.5,92,74,1000.9,26.0
2019-09-06 10:00:00,31.3,75,0.1,10.2,113,77,1000.7,26.3
2019-09-06 11:00:00,32.0,72,0.0,9.8,126,80,1000.3,26.2
2019-09-06 12:00:00,32.6,69,0.3,8.4,140,90,999.6,26.2
2019-09-06 13:00:00,33.0,67,0.1,5.6,135,93,998.2,26.1
2019-09-06 14:00:00,33.2,66,0.1,6.5,146,97,997.6,26.0
2019-09-06 15:00:00,33.1,64,0.1,4.5,119,93,996.8,25.4
2019-09-06 16:00:00,33.1,64,0.0,3.3,103,93,996.5,25.5
2019-09-06 17:00:00,32.4,67,0.0,5.6,140,93,997.3,25.4
2019-09-06 18:00:00,31.1,76,0.0,8.7,132,90,998.1,26.5
2019-09-06 19:00:00,30.1,81,0.0,8.3,146,88,998.6,26.6
2019-09-06 20:00:00,29.6,83,0.0,7.9,141,95,999.4,26.4
2019-09-06 21:00:00,29.3,84,0.0,9.0,127,94,1000.0,26.3
2019-09-06 22:00:00,28.8,86,0.0,12.1,117,97,1000.5,26.2
2019-09-06 23:00:00,28.2,89,0.0,10.7,130,100,1000.5,26.2
2019-09-07 00:00:00,27.8,89,0.0,9.0,143,100,1000.4,25.9
2019-09-07 01:00:00,27.5,91,0.0,6.6,131,99,999.9,25.8
2019-09-07 02:00:00,27.1,93,0.0,6.8,122,99,999.2,25.8
2019-09-07 03:00:00,26.9,95,0.0,5.5,113,99,999.0,26.0
2019-09-07 04:00:00,26.7,96,0.0,6.8,108,95,998.8,26.0
2019-09-07 05:00:00,27.4,93,0.0,10.5,98,87,999.3,26.3
2019-09-07 06:00:00,27.5,92,0.0,10.2,98,89,999.3,26.0
2019-09-07 07:00:00,27.9,89,0.1,9.2,64,93,1000.1,25.9
2019-09-07 08:00:00,28.9,85,0.3,9.7,105,93,1000.4,26.2
2019-09-07 09:00:00,28.9,81,0.4,14.2,117,93,1001.0,25.3
2019-09-07 10:00:00,30.3,78,0.3,9.2,129,82,1000.8,26.0
2019-09-07 11:00:00,32.0,72,0.0,9.9,123,99,1000.4,26.4
2019-09-07 12:00:00,31.9,69,0.1,15.0,170,99,1000.3,25.4
2019-09-07 13:00:00,31.3,71,0.5,7.3,171,99,999.7,25.4
2019-09-07 14:00:00,31.2,71,0.3,8.1,167,100,999.3,25.2
2019-09-07 15:00:00,30.5,76,0.1,7.3,110,99,998.3,25.7
2019-09-07 16:00:00,30.5,77,0.0,8.0,108,100,998.0,26.1
2019-09-07 17:00:00,30.9,75,0.0,10.7,123,98,998.9,26.1
2019-09-07 18:00:00,29.8,82,0.0,8.2,113,96,999.4,26.4
2019-09-07 19:00:00,29.0,86,0.0,9.2,111,99,1000.2,26.5
2019-09-07 20:00:00,28.6,88,0.0,10.0,111,99,1001.2,26.5
2019-09-07 21:00:00,28.3,90,0.0,9.5,99,96,1001.4,26.5
2019-09-07 22:00:00,28.0,91,0.0,10.0,105,97,1002.0,26.3
2019-09-07 23:00:00,27.8,91,0.0,11.2,123,99,1002.5,26.2
2019-09-08 00:00:00,27.5,93,0.0,8.4,121,97,1002.2,26.2
2019-09-08 01:00:00,27.1,95,0.0,7.1,114,97,1001.8,26.1
2019-09-08 02:00:00,26.9,95,0.0,7.0,125,97,1001.6,26.1
2019-09-08 03:00:00,26.7,96,0.0,5.4,110,96,1001.4,26.0
2019-09-08 04:00:00,26.4,98,0.0,4.2,59,85,1001.3,26.0
2019-09-08 05:00:00,26.5,98,0.0,5.8,68,61,1002.3,26.2
2019-09-08 06:00:00,26.7,97,0.0,6.3,66,81,1002.7,26.2
2019-09-08 07:00:00,27.5,93,0.0,7.7,79,34,1003.6,26.2
2019-09-08 08:00:00,28.6,87,0.0,6.8,93,32,1003.9,26.2
2019-09-08 09:00:00,29.3,84,0.0,5.1,94,36,1004.1,26.4
2019-09-08 10:00:00,30.4,79,0.1,3.4,108,23,1004.0,26.3
2019-09-08 11:00:00,31.4,74,0.0,3.7,101,25,1003.4,26.1
2019-09-08 12:00:00,32.2,67,0.1,4.6,51,29,1001.9,25.2
2019-09-08 13:00:00,33.0,62,0.0,6.5,19,36,1000.7,24.7
2019-09-08 14:00:00,33.2,61,0.1,6.4,38,22,999.9,24.5
2019-09-08 15:00:00,33.3,60,0.0,6.4,63,92,999.3,24.4
2019-09-08 16:00:00,33.2,60,0.0,7.2,84,95,998.8,24.5
2019-09-08 17:00:00,32.2,67,0.0,10.9,99,97,998.9,25.3
2019-09-08 18:00:00,30.3,80,0.0,9.7,129,21,999.5,26.4
2019-09-08 19:00:00,29.5,84,0.0,4.9,126,12,1000.0,26.6
2019-09-08 20:00:00,29.0,87,0.0,6.9,129,37,1000.9,26.7
2019-09-08 21:00:00,28.7,88,0.0,7.6,135,64,1001.4,26.6
2019-09-08 22:00:00,28.2,90,0.0,6.7,126,93,1001.7,26.5
2019-09-08 23:00:00,27.9,92,0.0,5.7,125,95,1001.9,26.5
2019-09-09 00:00:00,27.5,94,0.0,4.8,132,93,1001.9,26.5
2019-09-09 01:00:00,27.2,95,0.0,6.6,135,88,1001.4,26.4
2019-09-09 02:00:00,26.9,96,0.0,6.2,144,85,1001.4,26.2
2019-09-09 03:00:00,26.6,97,0.0,4.1,165,88,1001.0,26.1
2019-09-09 04:00:00,26.3,97,0.0,3.3,221,16,1000.8,25.9
2019-09-09 05:00:00,27.4,97,0.0,0.7,180,0,1000.8,26.8
2019-09-09 06:00:00,27.6,95,0.0,2.9,270,22,1001.1,26.8
2019-09-09 07:00:00,28.9,88,0.0,3.9,304,14,1001.7,26.8
2019-09-09 08:00:00,30.4,77,0.0,3.6,315,29,1001.8,26.0
2019-09-09 09:00:00,31.6,70,0.0,2.3,321,71,1002.2,25.6
2019-09-09 10:00:00,32.7,63,0.1,3.3,319,80,1001.7,24.6
2019-09-09 11:00:00,33.4,58,0.0,4.0,333,32,1001.2,24.1
2019-09-09 12:00:00,34.0,55,0.0,6.4,333,37,1000.2,23.8
2019-09-09 13:00:00,34.3,54,0.0,7.0,339,48,999.2,23.7
2019-09-09 14:00:00,34.4,54,0.0,8.7,343,27,998.1,23.7
2019-09-09 15:00:00,34.5,54,0.0,9.3,344,19,997.3,24.0
2019-09-09 16:00:00,34.4,55,0.0,8.3,342,10,996.7,24.2
2019-09-09 17:00:00,33.8,57,0.0,8.4,7,9,997.5,24.1
2019-09-09 18:00:00,32.3,68,0.0,7.6,31,4,997.8,25.6
2019-09-09 19:00:00,31.2,75,0.0,6.6,45,20,998.5,26.3
2019-09-09 20:00:00,30.6,80,0.0,5.8,60,23,999.3,26.7
2019-09-09 21:00:00,30.0,84,0.0,5.4,90,33,999.7,26.9
2019-09-09 22:00:00,29.4,86,0.0,6.3,114,7,999.9,26.8
2019-09-09 23:00:00,28.7,88,0.0,6.9,118,2,1000.3,26.6
2019-09-10 00:00:00,28.3,89,0.0,7.1,135,0,1000.1,26.2
2019-09-10 01:00:00,27.8,90,0.0,6.1,177,0,1000.3,26.0
2019-09-10 02:00:00,27.4,92,0.0,5.1,225,0,1000.0,25.9
2019-09-10 03:00:00,27.0,92,0.0,5.8,248,1,999.8,25.6
2019-09-10 04:00:00,26.7,93,0.0,5.9,259,21,999.9,25.5
2019-09-10 05:00:00,27.1,95,0.0,4.5,331,0,999.8,26.3
2019-09-10 06:00:00,27.7,93,0.0,2.5,8,0,1000.2,26.5
2019-09-10 07:00:00,28.9,86,0.0,2.6,74,0,1000.8,26.4
2019-09-10 08:00:00,30.6,77,0.0,2.4,63,0,1000.7,26.1
2019-09-10 09:00:00,32.1,67,0.0,0.7,360,8,1001.2,25.1
2019-09-10 10:00:00,33.2,59,0.0,1.8,307,16,1001.1,24.0
2019-09-10 11:00:00,34.1,53,0.0,3.4,328,16,1000.5,23.2
2019-09-10 12:00:00,34.9,49,0.0,4.7,356,19,999.8,22.5
2019-09-10 13:00:00,35.3,47,0.0,6.8,360,49,998.4,22.4
2019-09-10 14:00:00,35.6,47,0.0,8.4,353,5,997.5,22.4
2019-09-10 15:00:00,35.7,47,0.0,10.2,352,3,996.5,22.6
2019-09-10 16:00:00,35.4,48,0.0,10.4,358,1,996.1,22.8
2019-09-10 17:00:00,34.9,51,0.0,7.4,39,1,997.1,23.3
2019-09-10 18:00:00,33.4,61,0.0,6.6,77,2,997.8,25.0
2019-09-10 19:00:00,32.0,71,0.0,7.3,101,1,998.7,26.0
2019-09-10 20:00:00,31.0,76,0.0,7.4,119,0,999.7,26.3
2019-09-10 21:00:00,30.1,80,0.0,7.7,131,0,1000.6,26.2
2019-09-10 22:00:00,29.5,82,0.0,8.7,156,1,1001.1,26.1
2019-09-10 23:00:00,29.2,82,0.0,9.7,165,0,1001.1,25.8
2019-09-11 00:00:00,28.9,83,0.0,8.3,175,0,1000.7,25.7
2019-09-11 01:00:00,28.5,85,0.0,6.5,199,0,1000.2,25.8
2019-09-11 02:00:00,28.0,87,0.0,6.4,223,0,1000.0,25.7
2019-09-11 03:00:00,27.6,90,0.0,5.2,214,8,1000.1,25.8
2019-09-11 04:00:00,27.2,92,0.0,4.0,170,78,1000.3,25.9
2019-09-11 05:00:00,27.5,93,0.0,7.7,127,19,1001.0,26.2
2019-09-11 06:00:00,28.1,90,0.0,6.9,129,0,1001.4,26.3
2019-09-11 07:00:00,29.6,82,0.0,7.6,135,0,1001.7,26.3
2019-09-11 08:00:00,31.4,74,0.0,9.4,122,0,1002.2,26.3
2019-09-11 09:00:00,32.8,67,0.1,10.7,132,36,1002.4,25.7
2019-09-11 10:00:00,33.7,61,0.1,8.2,157,29,1002.3,25.0
2019-09-11 11:00:00,34.5,56,0.0,5.4,180,27,1002.0,24.5
2019-09-11 12:00:00,35.3,52,0.0,3.6,186,56,1001.3,23.9
2019-09-11 13:00:00,35.8,49,0.0,1.6,207,70,1000.3,23.6
2019-09-11 14:00:00,36.3,47,0.0,1.0,225,22,999.4,23.1
2019-09-11 15:00:00,36.4,46,0.0,1.8,259,8,998.5,22.8
2019-09-11 16:00:00,36.5,45,0.0,1.5,315,3,998.0,22.6
2019-09-11 17:00:00,36.0,48,0.0,6.9,84,1,998.6,23.2
2019-09-11 18:00:00,34.2,59,0.0,10.8,90,1,999.3,25.0
2019-09-11 19:00:00,33.3,64,0.0,8.7,85,1,1000.0,25.5
2019-09-11 20:00:00,32.7,67,0.0,7.6,93,1,1001.1,25.6
2019-09-11 21:00:00,31.8,72,0.0,7.1,114,1,1001.5,26.1
2019-09-11 22:00:00,30.8,78,0.0,7.3,123,1,1001.8,26.5
2019-09-11 23:00:00,30.2,79,0.0,8.1,135,2,1002.3,26.2
2019-09-12 00:00:00,29.9,78,0.0,9.2,149,3,1002.0,25.6
2019-09-12 01:00:00,29.4,80,0.0,8.7,120,42,1001.5,25.6
2019-09-12 02:00:00,28.7,84,0.0,10.4,104,65,1001.3,25.8
2019-09-12 03:00:00,28.2,88,0.0,11.0,109,29,1001.1,26.0
2019-09-12 04:00:00,27.8,90,0.0,12.9,117,25,1001.5,26.0
2019-09-12 05:00:00,28.4,90,0.0,13.4,121,100,1002.3,26.6
2019-09-12 06:00:00,28.5,90,0.0,13.8,131,36,1002.8,26.7
2019-09-12 07:00:00,29.3,85,0.0,17.3,132,44,1003.2,26.5
2019-09-12 08:00:00,30.8,77,0.0,19.2,140,66,1003.7,26.2
2019-09-12 09:00:00,32.0,70,0.1,17.9,142,67,1004.3,26.0
2019-09-12 10:00:00,32.8,69,0.2,17.6,137,57,1004.3,26.4
2019-09-12 11:00:00,33.5,66,0.0,18.2,141,62,1003.8,26.3
2019-09-12 12:00:00,33.5,66,0.2,15.5,136,82,1002.7,26.3
2019-09-12 13:00:00,34.5,60,0.1,11.7,135,90,1001.8,25.6
2019-09-12 14:00:00,34.1,60,0.1,11.8,121,97,1000.8,25.3
2019-09-12 15:00:00,33.7,65,0.0,13.6,122,97,1000.2,26.1
2019-09-12 16:00:00,33.5,64,0.0,14.7,115,53,1000.4,25.7
2019-09-12 17:00:00,32.4,69,0.0,16.3,98,44,1000.4,25.9
2019-09-12 18:00:00,31.2,75,0.0,15.1,102,65,1001.0,26.2
2019-09-12 19:00:00,30.1,79,0.0,13.7,113,42,1002.2,26.1
2019-09-12 20:00:00,29.3,83,0.0,11.9,115,23,1003.3,26.2
2019-09-12 21:00:00,28.9,86,0.0,10.5,117,62,1003.9,26.3
2019-09-12 22:00:00,28.4,87,0.0,10.0,116,81,1004.4,26.1
2019-09-12 23:00:00,28.0,89,0.0,9.7,121,91,1004.4,26.0
2019-09-13 00:00:00,27.6,91,0.0,9.2,121,95,1003.9,26.0
2019-09-13 01:00:00,27.3,92,0.0,8.9,117,96,1003.2,25.9
2019-09-13 02:00:00,27.1,93,0.0,8.5,118,95,1002.8,25.9
2019-09-13 03:00:00,26.8,94,0.0,7.2,117,92,1002.9,25.8
2019-09-13 04:00:00,26.6,95,0.0,6.9,118,80,1003.2,25.8
2019-09-13 05:00:00,26.8,96,0.0,6.5,90,72,1003.6,26.1
2019-09-13 06:00:00,27.1,94,0.0,7.8,77,67,1004.1,26.1
2019-09-13 07:00:00,28.0,89,0.0,10.8,86,46,1004.7,26.0
2019-09-13 08:00:00,29.5,81,0.1,14.8,124,15,1005.3,25.8
2019-09-13 09:00:00,30.8,73,0.2,14.3,129,25,1005.2,25.4
2019-09-13 10:00:00,31.9,67,0.0,12.8,130,17,1005.0,24.9
2019-09-13 11:00:00,32.8,62,0.1,12.1,127,22,1004.4,24.6
2019-09-13 12:00:00,33.4,60,0.1,9.7,117,23,1003.8,24.6
2019-09-13 13:00:00,34.2,57,0.0,10.9,99,19,1002.8,24.5
2019-09-13 14:00:00,33.6,59,0.0,15.5,115,18,1001.9,24.4
2019-09-13 15:00:00,33.4,60,0.1,8.7,107,37,1000.8,24.5
2019-09-13 16:00:00,33.5,59,0.0,9.7,105,19,1000.4,24.3
2019-09-13 17:00:00,33.9,57,0.0,12.0,106,36,1000.8,24.3
2019-09-13 18:00:00,32.7,64,0.0,10.4,104,42,1001.4,24.9
2019-09-13 19:00:00,31.6,68,0.0,11.8,113,72,1002.5,25.0
2019-09-13 20:00:00,30.8,70,0.0,11.8,130,86,1003.7,24.8
2019-09-13 21:00:00,30.2,71,0.0,13.3,131,30,1004.1,24.4
2019-09-13 22:00:00,29.3,74,0.0,15.2,121,28,1004.3,24.1
2019-09-13 23:00:00,28.5,76,0.0,14.8,119,30,1004.5,23.9
2019-09-14 00:00:00,27.9,79,0.0,12.9,117,7,1004.2,23.8
2019-09-14 01:00:00,27.3,81,0.0,12.1,117,27,1003.7,23.9
2019-09-14 02:00:00,26.9,84,0.0,10.2,108,82,1003.2,24.0
2019-09-14 03:00:00,26.5,86,0.0,8.5,102,81,1003.2,24.1
2019-09-14 04:00:00,26.2,88,0.0,7.4,104,22,1003.2,24.1
2019-09-14 05:00:00,26.4,90,0.0,10.5,84,33,1004.0,24.6
2019-09-14 06:00:00,26.7,88,0.0,11.6,83,38,1004.5,24.6
2019-09-14 07:00:00,27.7,83,0.0,16.0,98,62,1005.1,24.5
2019-09-14 08:00:00,28.9,76,0.0,15.4,106,83,1005.6,24.2
2019-09-14 09:00:00,30.2,69,0.0,14.3,100,80,1006.1,23.8
2019-09-14 10:00:00,30.7,68,0.0,12.6,95,66,1005.9,24.1
2019-09-14 11:00:00,31.8,63,0.0,12.2,90,60,1005.2,23.8
2019-09-14 12:00:00,32.3,60,0.0,13.0,93,93,1004.3,23.6
2019-09-14 13:00:00,32.5,60,0.0,10.4,88,49,1002.9,23.7
2019-09-14 14:00:00,33.1,59,0.0,12.6,70,28,1002.2,23.9
2019-09-14 15:00:00,33.0,60,0.0,15.0,79,45,1001.9,24.3
2019-09-14 16:00:00,31.2,67,0.2,14.3,100,59,1001.7,24.4
2019-09-14 17:00:00,31.5,65,0.0,15.5,93,77,1002.2,24.1
2019-09-14 18:00:00,29.9,74,0.0,13.3,103,100,1003.2,24.7
2019-09-14 19:00:00,29.3,77,0.0,12.8,100,95,1004.0,24.9
2019-09-14 20:00:00,28.8,81,0.0,12.1,100,90,1004.8,25.2
2019-09-14 21:00:00,28.2,84,0.0,12.0,106,87,1005.7,25.2
2019-09-14 22:00:00,27.7,86,0.0,10.2,108,87,1005.8,25.1
2019-09-14 23:00:00,27.3,88,0.0,8.7,107,81,1005.3,25.1
2019-09-15 00:00:00,27.1,89,0.0,7.9,106,82,1005.1,25.2
2019-09-15 01:00:00,26.7,92,0.0,9.0,119,93,1004.9,25.2
2019-09-15 02:00:00,26.2,89,2.7,8.9,133,100,1004.6,24.3
2019-09-15 03:00:00,26.2,91,0.3,5.1,98,92,1004.0,24.6
2019-09-15 04:00:00,26.2,93,0.0,6.3,77,90,1004.2,25.0
2019-09-15 05:00:00,25.6,96,0.0,7.1,60,93,1004.8,24.9
2019-09-15 06:00:00,25.7,95,0.3,9.8,84,98,1005.5,24.9
2019-09-15 07:00:00,25.8,94,1.2,7.9,74,98,1006.2,24.7
2019-09-15 08:00:00,26.8,87,0.1,9.0,74,100,1006.2,24.5
2019-09-15 09:00:00,27.9,83,0.1,11.0,79,97,1006.6,24.7
2019-09-15 10:00:00,29.2,76,0.2,11.8,78,88,1006.5,24.6
2019-09-15 11:00:00,30.3,71,0.1,11.9,76,39,1005.6,24.5
2019-09-15 12:00:00,31.2,68,0.0,12.0,83,23,1004.6,24.5
2019-09-15 13:00:00,31.7,64,0.0,10.2,82,25,1003.2,24.2
2019-09-15 14:00:00,31.6,64,0.1,8.9,76,85,1002.3,24.1
2019-09-15 15:00:00,30.6,69,0.1,9.4,108,96,1002.1,24.2
2019-09-15 16:00:00,30.3,72,0.0,8.2,119,96,1002.2,24.6
2019-09-15 17:00:00,30.7,71,0.0,6.6,135,91,1002.2,24.9
2019-09-15 18:00:00,29.8,78,0.0,6.9,137,96,1002.6,25.6
2019-09-15 19:00:00,29.3,82,0.0,5.1,135,91,1003.0,25.9
2019-09-15 20:00:00,28.7,85,0.0,5.4,143,76,1003.9,26.0
2019-09-15 21:00:00,28.0,88,0.0,7.1,156,66,1004.6,25.8
2019-09-15 22:00:00,27.5,90,0.0,7.6,155,73,1004.8,25.8
2019-09-15 23:00:00,27.1,92,0.0,7.0,145,66,1004.5,25.7
2019-09-16 00:00:00,26.8,93,0.0,6.1,140,81,1004.5,25.6
2019-09-16 01:00:00,26.5,95,0.0,6.3,149,88,1003.7,25.6
2019-09-16 02:00:00,26.2,96,0.0,5.8,158,95,1003.1,25.5
2019-09-16 03:00:00,25.9,97,0.0,5.2,168,94,1002.7,25.4
2019-09-16 04:00:00,25.7,98,0.0,4.7,184,66,1002.9,25.3
2019-09-16 05:00:00,26.1,100,0.0,4.2,149,59,1003.7,26.1
2019-09-16 06:00:00,26.6,98,0.0,3.4,162,50,1004.0,26.2
2019-09-16 07:00:00,27.6,93,0.0,1.4,180,10,1004.5,26.3
2019-09-16 08:00:00,28.7,86,0.1,1.8,143,20,1004.3,26.2
2019-09-16 09:00:00,29.6,80,0.2,1.8,79,28,1005.0,25.7
2019-09-16 10:00:00,30.6,77,0.1,6.4,63,25,1005.1,26.2
2019-09-16 11:00:00,31.2,75,0.0,7.2,84,26,1004.7,26.3
2019-09-16 12:00:00,32.1,67,0.0,4.3,95,24,1003.5,25.1
2019-09-16 13:00:00,32.7,63,0.0,0.8,63,31,1002.2,24.8
2019-09-16 14:00:00,33.1,61,0.0,5.2,344,23,1000.8,24.7
2019-09-16 15:00:00,33.5,59,0.0,10.5,352,28,1000.1,24.5
2019-09-16 16:00:00,33.0,61,0.0,10.4,360,16,999.5,24.4
2019-09-16 17:00:00,33.5,60,0.0,7.0,12,8,999.8,24.5
2019-09-16 18:00:00,32.2,70,0.0,5.4,42,6,1000.7,26.0
2019-09-16 19:00:00,31.2,76,0.0,7.4,67,4,1001.2,26.4
2019-09-16 20:00:00,30.2,79,0.0,10.1,73,3,1001.9,26.2
2019-09-16 21:00:00,29.5,81,0.0,9.7,90,2,1002.5,25.8
2019-09-16 22:00:00,28.9,83,0.0,8.8,102,1,1002.8,25.8
2019-09-16 23:00:00,28.3,87,0.0,7.8,112,3,1003.0,25.9
2019-09-17 00:00:00,27.9,88,0.0,7.8,124,20,1003.0,25.8
2019-09-17 01:00:00,27.7,89,0.0,8.1,135,59,1002.7,25.6
2019-09-17 02:00:00,27.5,89,0.0,8.0,144,77,1002.2,25.4
2019-09-17 03:00:00,27.3,89,0.0,7.8,158,83,1001.9,25.3
2019-09-17 04:00:00,27.1,90,0.0,7.4,157,73,1002.2,25.3
2019-09-17 05:00:00,25.9,91,0.0,7.7,191,51,1002.8,24.3
2019-09-17 06:00:00,26.7,90,0.0,7.9,183,23,1003.4,24.8
2019-09-17 07:00:00,27.7,85,0.0,9.3,193,17,1003.9,25.0
2019-09-17 08:00:00,29.0,80,0.0,7.9,183,19,1004.5,25.2
2019-09-17 09:00:00,30.1,76,0.0,0.5,135,29,1005.6,25.4
2019-09-17 10:00:00,29.8,77,2.8,4.0,333,37,1006.1,25.3
2019-09-17 11:00:00,30.7,73,0.1,2.8,140,39,1005.5,25.4
2019-09-17 12:00:00,32.0,69,0.0,3.7,169,23,1004.9,25.5
2019-09-17 13:00:00,31.3,69,0.2,11.2,94,18,1004.1,24.9
2019-09-17 14:00:00,32.0,68,0.0,5.1,94,18,1003.1,25.3
2019-09-17 15:00:00,32.1,68,0.0,4.0,80,22,1002.5,25.4
2019-09-17 16:00:00,32.0,68,0.0,5.4,53,17,1002.0,25.3
2019-09-17 17:00:00,33.2,58,0.0,4.7,148,11,1001.9,24.0
2019-09-17 18:00:00,31.4,72,0.0,6.3,149,16,1002.3,25.8
2019-09-17 19:00:00,30.0,79,0.0,8.2,131,66,1003.5,26.1
2019-09-17 20:00:00,29.6,80,0.0,10.5,112,64,1004.5,25.7
2019-09-17 21:00:00,29.2,81,0.0,12.6,121,6,1005.2,25.6
2019-09-17 22:00:00,28.4,85,0.0,13.0,138,3,1005.8,25.7
2019-09-17 23:00:00,28.0,87,0.0,12.3,148,1,1006.1,25.6
2019-09-18 00:00:00,27.6,89,0.0,9.4,148,1,1006.2,25.6
2019-09-18 01:00:00,27.1,92,0.0,8.1,135,0,1005.7,25.6
2019-09-18 02:00:00,26.7,94,0.0,8.3,124,8,1005.6,25.6
2019-09-18 03:00:00,26.4,95,0.0,8.2,119,30,1005.6,25.5
2019-09-18 04:00:00,26.3,95,0.1,11.0,101,36,1006.1,25.4
2019-09-18 05:00:00,26.8,92,0.1,14.8,113,35,1006.9,25.4
2019-09-18 06:00:00,26.1,91,0.0,14.0,119,15,1007.4,24.5
2019-09-18 07:00:00,27.3,86,0.0,19.8,109,48,1008.1,24.7
2019-09-18 08:00:00,28.1,81,0.0,18.6,108,92,1009.2,24.6
2019-09-18 09:00:00,29.4,75,0.0,14.7,121,59,1009.5,24.5
2019-09-18 10:00:00,30.3,71,0.0,11.8,113,98,1010.0,24.6
2019-09-18 11:00:00,31.1,70,0.1,13.7,135,33,1009.2,25.1
2019-09-18 12:00:00,31.8,69,0.1,10.8,127,33,1008.7,25.3
2019-09-18 13:00:00,32.6,62,0.1,8.6,90,41,1007.5,24.3
2019-09-18 14:00:00,29.9,71,2.8,5.1,94,68,1007.4,24.1
2019-09-18 15:00:00,30.6,71,0.0,5.8,360,63,1006.7,24.8
2019-09-18 16:00:00,30.3,71,0.0,9.4,83,67,1006.3,24.5
2019-09-18 17:00:00,31.8,60,0.0,10.2,108,31,1006.2,23.0
2019-09-18 18:00:00,30.4,68,0.0,10.6,108,66,1006.9,23.8
2019-09-18 19:00:00,29.4,72,0.0,10.6,118,29,1007.7,23.9
2019-09-18 20:00:00,28.7,76,0.0,11.6,116,15,1008.6,24.0
2019-09-18 21:00:00,28.0,79,0.0,11.9,115,5,1009.1,24.1
2019-09-18 22:00:00,27.5,81,0.0,13.4,114,3,1009.4,23.9
2019-09-18 23:00:00,26.9,83,0.0,13.7,117,3,1009.7,23.8
2019-09-19 00:00:00,26.5,85,0.0,14.0,116,3,1009.7,23.8
2019-09-19 01:00:00,26.0,87,0.0,15.0,120,5,1009.6,23.7
2019-09-19 02:00:00,25.6,90,0.0,14.3,118,8,1009.2,23.8
2019-09-19 03:00:00,25.2,92,0.0,14.2,117,33,1009.4,23.7
2019-09-19 04:00:00,24.9,93,0.0,12.8,112,98,1009.5,23.7
2019-09-19 05:00:00,24.9,90,0.0,13.4,114,100,1010.4,23.1
2019-09-19 06:00:00,25.0,88,0.0,13.3,109,89,1011.0,22.9
2019-09-19 07:00:00,25.6,84,0.0,13.4,110,79,1011.7,22.7
2019-09-19 08:00:00,26.7,78,0.0,14.4,112,41,1012.0,22.4
2019-09-19 09:00:00,27.8,71,0.1,14.0,116,34,1012.0,22.0
2019-09-19 10:00:00,28.9,66,0.1,15.1,115,37,1011.9,21.8
2019-09-19 11:00:00,29.6,65,0.2,15.5,115,35,1011.8,22.3
2019-09-19 12:00:00,30.2,63,0.0,12.0,99,26,1010.8,22.5
2019-09-19 13:00:00,30.6,63,0.0,13.3,88,18,1009.4,22.7
2019-09-19 14:00:00,30.6,62,0.1,16.2,90,30,1008.3,22.5
2019-09-19 15:00:00,29.8,65,0.1,15.7,99,21,1007.7,22.6
2019-09-19 16:00:00,29.8,65,0.0,14.1,94,12,1007.3,22.5
2019-09-19 17:00:00,28.3,70,0.0,15.4,111,11,1008.5,22.4
2019-09-19 18:00:00,27.9,73,0.0,10.9,107,16,1008.7,22.7
2019-09-19 19:00:00,27.5,77,0.0,9.1,108,8,1009.3,23.1
2019-09-19 20:00:00,26.9,80,0.0,8.9,117,5,1009.8,23.2
2019-09-19 21:00:00,26.4,83,0.0,8.4,115,2,1010.1,23.3
2019-09-19 22:00:00,25.9,85,0.0,7.9,114,0,1010.1,23.3
2019-09-19 23:00:00,25.4,88,0.0,8.1,122,0,1009.9,23.3
2019-09-20 00:00:00,24.9,91,0.0,7.7,127,0,1009.7,23.3
2019-09-20 01:00:00,24.5,92,0.0,7.0,125,0,1009.4,23.2
2019-09-20 02:00:00,24.1,94,0.0,5.6,117,0,1009.2,23.1
2019-09-20 03:00:00,23.8,96,0.0,4.8,117,1,1009.2,23.1
2019-09-20 04:00:00,23.6,96,0.0,4.8,117,6,1009.3,23.0
2019-09-20 05:00:00,24.2,96,0.0,4.7,67,3,1009.2,23.6
2019-09-20 06:00:00,24.6,94,0.0,4.7,94,1,1009.3,23.5
2019-09-20 07:00:00,25.9,87,0.0,5.7,108,3,1010.1,23.5
2019-09-20 08:00:00,27.7,77,0.0,8.9,122,9,1010.6,23.3
2019-09-20 09:00:00,29.2,70,0.1,12.0,134,19,1010.7,23.2
2019-09-20 10:00:00,30.1,67,0.1,11.0,128,30,1010.6,23.4
2019-09-20 11:00:00,30.8,66,0.1,9.7,121,36,1009.6,23.7
2019-09-20 12:00:00,31.0,65,0.1,9.0,113,36,1008.5,23.8
